quantity,name,colors,cmc,mana_cost,type_line,oracle_text,power,toughness,transform_name,transform_type_line,transform_oracle_text,transform_power,transform_toughness,rarity,set,scryfall_api,scryfall_url
1,Alpha Brawl,R,8,{6}{R}{R},Sorcery,"Target creature an opponent controls deals damage equal to its power to each other creature that player controls, then each of those creatures deals damage equal to its power to that creature.",NA,NA,NA,NA,NA,NA,NA,rare,dka,https://api.scryfall.com/cards/e2ec168a-3e4f-4527-901a-bc28cc28d125,https://scryfall.com/card/dka/82/alpha-brawl?utm_source=api
1,Blood Feud,R,6,{4}{R}{R},Sorcery,Target creature fights another target creature. (Each deals damage equal to its power to the other.),NA,NA,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/634d59b8-6046-4796-95c5-eec75a239986,https://scryfall.com/card/dka/83/blood-feud?utm_source=api
1,Burning Oil,R,2,{1}{R},Instant,"Burning Oil deals 3 damage to target attacking or blocking creature.
Flashback {3}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",NA,NA,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/47773da8-afe4-43e1-8355-6ab51451ee00,https://scryfall.com/card/dka/84/burning-oil?utm_source=api
1,Curse of Bloodletting,R,5,{3}{R}{R},Enchantment — Aura Curse,"Enchant player
If a source would deal damage to enchanted player, it deals double that damage to that player instead.",NA,NA,NA,NA,NA,NA,NA,rare,dka,https://api.scryfall.com/cards/9dc4ac6f-0005-47f8-bee9-10429cc542e4,https://scryfall.com/card/dka/85/curse-of-bloodletting?utm_source=api
1,Erdwal Ripper,R,3,{1}{R}{R},Creature — Vampire,"Haste
Whenever this creature deals combat damage to a player, put a +1/+1 counter on it.",2,1,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/769ea5e9-6d05-4bc6-8f14-00eb2532c8b5,https://scryfall.com/card/dka/86/erdwal-ripper?utm_source=api
1,Faithless Looting,R,1,{R},Sorcery,"Draw two cards, then discard two cards.
Flashback {2}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",NA,NA,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/a1b0da17-d595-441d-811c-a2d28d2bb232,https://scryfall.com/card/dka/87/faithless-looting?utm_source=api
1,Fires of Undeath,R,3,{2}{R},Instant,"Fires of Undeath deals 2 damage to any target.
Flashback {5}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",NA,NA,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/6d94aaa4-c2fd-4714-9198-8415158b9c4d,https://scryfall.com/card/dka/88/fires-of-undeath?utm_source=api
1,Flayer of the Hatebound,R,6,{5}{R},Creature — Devil,"Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)
Whenever this creature or another creature enters from your graveyard, that creature deals damage equal to its power to any target.",4,2,NA,NA,NA,NA,NA,rare,dka,https://api.scryfall.com/cards/ffb17c3f-0154-49ee-bb5f-cd1df8546871,https://scryfall.com/card/dka/89/flayer-of-the-hatebound?utm_source=api
1,Fling,R,2,{1}{R},Instant,"As an additional cost to cast this spell, sacrifice a creature.
Fling deals damage equal to the sacrificed creature's power to any target.",NA,NA,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/cf1ab466-44bb-45d5-a94f-21b8924f0d89,https://scryfall.com/card/dka/90/fling?utm_source=api
1,Forge Devil,R,1,{R},Creature — Devil,"When this creature enters, it deals 1 damage to target creature and 1 damage to you.",1,1,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/63b565a5-d706-47b4-bfa2-deebcc0e2e60,https://scryfall.com/card/dka/91/forge-devil?utm_source=api
1,Heckling Fiends,R,3,{2}{R},Creature — Devil,{2}{R}: Target creature attacks this turn if able.,2,2,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/e9fd8895-9282-44d3-969f-b0529eb3bc07,https://scryfall.com/card/dka/92/heckling-fiends?utm_source=api
1,Hellrider,R,4,{2}{R}{R},Creature — Devil,"Haste
Whenever a creature you control attacks, this creature deals 1 damage to the player or planeswalker it's attacking.",3,3,NA,NA,NA,NA,NA,rare,dka,https://api.scryfall.com/cards/0ec8d800-7f06-44e0-b22d-cdff0a9b153d,https://scryfall.com/card/dka/93/hellrider?utm_source=api
1,Hinterland Hermit,R,2,{1}{R},Creature — Human Werewolf,"At the beginning of each upkeep, if no spells were cast last turn, transform this creature.",2,NA,Hinterland Scourge,Creature — Werewolf,"This creature must be blocked if able.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform this creature.",3,2,common,dka,https://api.scryfall.com/cards/b6edac85-78e7-4e90-b538-b67c88bb5c62,https://scryfall.com/card/dka/94/hinterland-hermit-hinterland-scourge?utm_source=api
1,Increasing Vengeance,R,2,{R}{R},Instant,"Copy target instant or sorcery spell you control. If this spell was cast from a graveyard, copy that spell twice instead. You may choose new targets for the copies.
Flashback {3}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",NA,NA,NA,NA,NA,NA,NA,rare,dka,https://api.scryfall.com/cards/d13afe4a-4a3d-42ae-ac0a-b789364c7e7e,https://scryfall.com/card/dka/95/increasing-vengeance?utm_source=api
1,Markov Blademaster,R,3,{1}{R}{R},Creature — Vampire Warrior,"Double strike (This creature deals both first-strike and regular combat damage.)
Whenever this creature deals combat damage to a player, put a +1/+1 counter on it.",1,1,NA,NA,NA,NA,NA,rare,dka,https://api.scryfall.com/cards/122163dd-e070-48af-8036-e9850541d138,https://scryfall.com/card/dka/96/markov-blademaster?utm_source=api
1,Markov Warlord,R,6,{5}{R},Creature — Vampire Warrior,"Haste (This creature can attack and {T} as soon as it comes under your control.)
When this creature enters, up to two target creatures can't block this turn.",4,4,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/5035276f-31b9-4dd3-9ec8-42a664bdbd5c,https://scryfall.com/card/dka/97/markov-warlord?utm_source=api
1,Mondronen Shaman,R,4,{3}{R},Creature — Human Shaman Werewolf,"At the beginning of each upkeep, if no spells were cast last turn, transform this creature.",3,NA,Tovolar's Magehunter,Creature — Werewolf,"Whenever an opponent casts a spell, this creature deals 2 damage to that player.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform this creature.",5,5,rare,dka,https://api.scryfall.com/cards/b150d71f-11c9-40d6-a461-4967ef437315,https://scryfall.com/card/dka/98/mondronen-shaman-tovolars-magehunter?utm_source=api
1,Moonveil Dragon,R,6,{3}{R}{R}{R},Creature — Dragon,"Flying
{R}: Each creature you control gets +1/+0 until end of turn.",5,5,NA,NA,NA,NA,NA,mythic,dka,https://api.scryfall.com/cards/92503118-b37b-4c52-b40a-487f6ad695ef,https://scryfall.com/card/dka/99/moonveil-dragon?utm_source=api
1,Nearheath Stalker,R,5,{4}{R},Creature — Vampire Rogue,"Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)",4,1,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/7d4cdf4a-2d55-4769-8c51-bc86c13000ef,https://scryfall.com/card/dka/100/nearheath-stalker?utm_source=api
1,Pyreheart Wolf,R,3,{2}{R},Creature — Wolf,"Whenever this creature attacks, creatures you control gain menace until end of turn. (They can't be blocked except by two or more creatures.)
Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)",1,1,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/9722f20c-e0d9-4165-8cd5-4abadc5378eb,https://scryfall.com/card/dka/101/pyreheart-wolf?utm_source=api
1,Russet Wolves,R,4,{3}{R},Creature — Wolf,,3,3,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/b3c7c972-5a11-4709-b3ef-e2acb3b51dd9,https://scryfall.com/card/dka/102/russet-wolves?utm_source=api
1,Scorch the Fields,R,5,{4}{R},Sorcery,Destroy target land. Scorch the Fields deals 1 damage to each Human creature.,NA,NA,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/05c4338d-e5c0-46b4-ab16-1f9aa97b4026,https://scryfall.com/card/dka/103/scorch-the-fields?utm_source=api
1,Shattered Perception,R,3,{2}{R},Sorcery,"Discard all the cards in your hand, then draw that many cards.
Flashback {5}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",NA,NA,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/0f5223b4-e0d1-4fc6-a363-ebcdfeee56d1,https://scryfall.com/card/dka/104/shattered-perception?utm_source=api
1,Talons of Falkenrath,R,2,{1}{R},Enchantment — Aura,"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
Enchanted creature has ""{1}{R}: This creature gets +2/+0 until end of turn.""",NA,NA,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/f8e38239-a9ec-4149-9c90-74dcd46ed95d,https://scryfall.com/card/dka/105/talons-of-falkenrath?utm_source=api
1,Torch Fiend,R,2,{1}{R},Creature — Devil,"{R}, Sacrifice this creature: Destroy target artifact.",2,1,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/d596feee-6ccc-4648-884b-ed2eeb1cffc0,https://scryfall.com/card/dka/106/torch-fiend?utm_source=api
1,Wrack with Madness,R,4,{3}{R},Sorcery,Target creature deals damage to itself equal to its power.,NA,NA,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/4f27ee20-b5c5-4867-b832-9cdade0eda03,https://scryfall.com/card/dka/107/wrack-with-madness?utm_source=api
1,Briarpack Alpha,G,4,{3}{G},Creature — Wolf,"Flash (You may cast this spell any time you could cast an instant.)
When this creature enters, target creature gets +2/+2 until end of turn.",3,3,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/a052e945-7535-4b0a-b580-cf76377633f3,https://scryfall.com/card/dka/108/briarpack-alpha?utm_source=api
1,Clinging Mists,G,3,{2}{G},Instant,"Prevent all combat damage that would be dealt this turn.
Fateful hour — If you have 5 or less life, tap all attacking creatures. Those creatures don't untap during their controller's next untap step.",NA,NA,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/e0152975-790a-40e4-993e-a970676a2d32,https://scryfall.com/card/dka/109/clinging-mists?utm_source=api
1,Crushing Vines,G,3,{2}{G},Instant,"Choose one —
• Destroy target creature with flying.
• Destroy target artifact.",NA,NA,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/c59b3653-5a50-48f2-bcf1-ab305ef30902,https://scryfall.com/card/dka/110/crushing-vines?utm_source=api
1,Dawntreader Elk,G,2,{1}{G},Creature — Elk,"{G}, Sacrifice this creature: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",2,2,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/127c969b-1c9a-4265-af0e-5b9dbe136064,https://scryfall.com/card/dka/111/dawntreader-elk?utm_source=api
1,Deranged Outcast,G,2,{1}{G},Creature — Human Rogue,"{1}{G}, Sacrifice a Human: Put two +1/+1 counters on target creature.",2,1,NA,NA,NA,NA,NA,rare,dka,https://api.scryfall.com/cards/e2b35fee-8e24-4d89-ad77-d55d06bb1d7f,https://scryfall.com/card/dka/112/deranged-outcast?utm_source=api
1,Favor of the Woods,G,3,{2}{G},Enchantment — Aura,"Enchant creature
Whenever enchanted creature blocks, you gain 3 life.",NA,NA,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/da0e760a-241b-40c5-b201-bfc03effed2e,https://scryfall.com/card/dka/113/favor-of-the-woods?utm_source=api
1,Feed the Pack,G,6,{5}{G},Enchantment,"At the beginning of your end step, you may sacrifice a nontoken creature. If you do, create X 2/2 green Wolf creature tokens, where X is the sacrificed creature's toughness.",NA,NA,NA,NA,NA,NA,NA,rare,dka,https://api.scryfall.com/cards/9831e3cc-659b-4408-b5d8-a27ae2738680,https://scryfall.com/card/dka/114/feed-the-pack?utm_source=api
1,Ghoultree,G,8,{7}{G},Creature — Zombie Treefolk,This spell costs {1} less to cast for each creature card in your graveyard.,10,10,NA,NA,NA,NA,NA,rare,dka,https://api.scryfall.com/cards/a413c65e-5965-429b-8c25-11f8b73cba03,https://scryfall.com/card/dka/115/ghoultree?utm_source=api
1,Gravetiller Wurm,G,6,{5}{G},Creature — Wurm,"Trample
Morbid — This creature enters with four +1/+1 counters on it if a creature died this turn.",4,4,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/66d9fe36-2eac-49e3-8f89-810009ba8a4b,https://scryfall.com/card/dka/116/gravetiller-wurm?utm_source=api
1,Grim Flowering,G,6,{5}{G},Sorcery,Draw a card for each creature card in your graveyard.,NA,NA,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/e5f3e2ad-7a04-4735-ba73-576e32249ba3,https://scryfall.com/card/dka/117/grim-flowering?utm_source=api
1,Hollowhenge Beast,G,5,{3}{G}{G},Creature — Beast,,5,5,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/052ab91f-ac01-43f4-9276-9af35dbfbf71,https://scryfall.com/card/dka/118/hollowhenge-beast?utm_source=api
1,Hunger of the Howlpack,G,1,{G},Instant,"Put a +1/+1 counter on target creature.
Morbid — Put three +1/+1 counters on that creature instead if a creature died this turn.",NA,NA,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/b38a0dbc-3ebd-4f87-a5fb-bc2ee8a48a8d,https://scryfall.com/card/dka/119/hunger-of-the-howlpack?utm_source=api
1,Increasing Savagery,G,4,{2}{G}{G},Sorcery,"Put five +1/+1 counters on target creature. If this spell was cast from a graveyard, put ten +1/+1 counters on that creature instead.
Flashback {5}{G}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",NA,NA,NA,NA,NA,NA,NA,rare,dka,https://api.scryfall.com/cards/29ab8737-151f-4702-a95d-7f7b60a5ee8a,https://scryfall.com/card/dka/120/increasing-savagery?utm_source=api
1,Kessig Recluse,G,4,{2}{G}{G},Creature — Spider,"Reach (This creature can block creatures with flying.)
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)",2,3,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/695b8abe-796e-4d9b-aad3-4e03e925d2a7,https://scryfall.com/card/dka/121/kessig-recluse?utm_source=api
1,Lambholt Elder,G,3,{2}{G},Creature — Human Werewolf,"At the beginning of each upkeep, if no spells were cast last turn, transform this creature.",1,NA,Silverpelt Werewolf,Creature — Werewolf,"Whenever this creature deals combat damage to a player, draw a card.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform this creature.",4,5,uncommon,dka,https://api.scryfall.com/cards/932d753d-9584-4ad8-9a5e-a3524184f961,https://scryfall.com/card/dka/122/lambholt-elder-silverpelt-werewolf?utm_source=api
1,Lost in the Woods,G,5,{3}{G}{G},Enchantment,"Whenever a creature attacks you or a planeswalker you control, reveal the top card of your library. If it's a Forest card, remove that creature from combat. Then put the revealed card on the bottom of your library.",NA,NA,NA,NA,NA,NA,NA,rare,dka,https://api.scryfall.com/cards/5865603c-0a5e-45c3-84e3-2dc3b4cf0cf7,https://scryfall.com/card/dka/123/lost-in-the-woods?utm_source=api
1,Predator Ooze,G,3,{G}{G}{G},Creature — Ooze,"Indestructible (Damage and effects that say ""destroy"" don't destroy this creature.)
Whenever this creature attacks, put a +1/+1 counter on it.
Whenever a creature dealt damage by this creature this turn dies, put a +1/+1 counter on this creature.",1,1,NA,NA,NA,NA,NA,rare,dka,https://api.scryfall.com/cards/73c71457-f7c9-4ab4-b89d-e235e3f15e16,https://scryfall.com/card/dka/124/predator-ooze?utm_source=api
1,Scorned Villager,G,2,{1}{G},Creature — Human Werewolf,"{T}: Add {G}.
At the beginning of each upkeep, if no spells were cast last turn, transform this creature.",1,NA,Moonscarred Werewolf,Creature — Werewolf,"Vigilance
{T}: Add {G}{G}.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform this creature.",2,2,common,dka,https://api.scryfall.com/cards/6f35e364-81d9-4888-993b-acc7a53d963c,https://scryfall.com/card/dka/125/scorned-villager-moonscarred-werewolf?utm_source=api
1,Somberwald Dryad,G,2,{1}{G},Creature — Dryad,Forestwalk (This creature can't be blocked as long as defending player controls a Forest.),2,2,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/307edca0-769d-4071-9654-3537341e96bd,https://scryfall.com/card/dka/126/somberwald-dryad?utm_source=api
1,Strangleroot Geist,G,2,{G}{G},Creature — Spirit,"Haste
Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)",2,1,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/bf1fb137-205c-480f-b6dc-dfa137793ae3,https://scryfall.com/card/dka/127/strangleroot-geist?utm_source=api
1,Tracker's Instincts,G,2,{1}{G},Sorcery,"Reveal the top four cards of your library. Put a creature card from among them into your hand and the rest into your graveyard.
Flashback {2}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",NA,NA,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/59960387-3adf-4b9a-b0e6-c441579f7388,https://scryfall.com/card/dka/128/trackers-instincts?utm_source=api
1,Ulvenwald Bear,G,3,{2}{G},Creature — Bear,"Morbid — When this creature enters, if a creature died this turn, put two +1/+1 counters on target creature.",2,2,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/9e3837a7-854a-440d-93d7-d36f50149346,https://scryfall.com/card/dka/129/ulvenwald-bear?utm_source=api
1,Village Survivors,G,5,{4}{G},Creature — Human,"Vigilance
Fateful hour — As long as you have 5 or less life, other creatures you control have vigilance.",4,5,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/13c0e852-9966-4145-b7c3-ac957f729376,https://scryfall.com/card/dka/130/village-survivors?utm_source=api
1,Vorapede,G,5,{2}{G}{G}{G},Creature — Insect,"Vigilance, trample
Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)",5,4,NA,NA,NA,NA,NA,mythic,dka,https://api.scryfall.com/cards/1348aa65-85e7-4ac7-bcdb-a83f2c3aa1a6,https://scryfall.com/card/dka/131/vorapede?utm_source=api
1,Wild Hunger,G,3,{2}{G},Instant,"Target creature gets +3/+1 and gains trample until end of turn.
Flashback {3}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",NA,NA,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/a564e8d4-4111-4d8e-897d-523bc4cfef94,https://scryfall.com/card/dka/132/wild-hunger?utm_source=api
1,Wolfbitten Captive,G,1,{G},Creature — Human Werewolf,"{1}{G}: This creature gets +2/+2 until end of turn. Activate only once each turn.
At the beginning of each upkeep, if no spells were cast last turn, transform this creature.",1,NA,Krallenhorde Killer,Creature — Werewolf,"{3}{G}: This creature gets +4/+4 until end of turn. Activate only once each turn.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform this creature.",2,2,rare,dka,https://api.scryfall.com/cards/1303e02a-ef69-4817-bca5-02c74774b811,https://scryfall.com/card/dka/133/wolfbitten-captive-krallenhorde-killer?utm_source=api
1,Young Wolf,G,1,{G},Creature — Wolf,"Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)",1,1,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/0c39aa40-ef5f-40f1-a6dd-fbce91172c50,https://scryfall.com/card/dka/134/young-wolf?utm_source=api
1,Diregraf Captain,BU,3,{1}{U}{B},Creature — Zombie Soldier,"Deathtouch
Other Zombie creatures you control get +1/+1.
Whenever another Zombie you control dies, target opponent loses 1 life.",2,2,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/0e5f41eb-609b-4882-af9e-904daa717484,https://scryfall.com/card/dka/135/diregraf-captain?utm_source=api
1,Drogskol Captain,UW,3,{1}{W}{U},Creature — Spirit Soldier,"Flying
Other Spirit creatures you control get +1/+1 and have hexproof. (They can't be the targets of spells or abilities your opponents control.)",2,2,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/b8238e36-625f-460d-9e39-fd501e65490c,https://scryfall.com/card/dka/136/drogskol-captain?utm_source=api
1,Drogskol Reaver,UW,7,{5}{W}{U},Creature — Spirit,"Flying
Double strike (This creature deals both first-strike and regular combat damage.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)
Whenever you gain life, draw a card.",3,5,NA,NA,NA,NA,NA,mythic,dka,https://api.scryfall.com/cards/af2d9e0b-6433-40a2-9847-9fa4e3c008c4,https://scryfall.com/card/dka/137/drogskol-reaver?utm_source=api
1,Falkenrath Aristocrat,BR,4,{2}{B}{R},Creature — Vampire Noble,"Flying, haste
Sacrifice a creature: This creature gains indestructible until end of turn. If the sacrificed creature was a Human, put a +1/+1 counter on this creature.",4,1,NA,NA,NA,NA,NA,mythic,dka,https://api.scryfall.com/cards/c397388e-ebe2-4034-83b7-a7c0df1af78f,https://scryfall.com/card/dka/138/falkenrath-aristocrat?utm_source=api
1,Havengul Lich,BU,5,{3}{U}{B},Creature — Zombie Wizard,"{1}: You may cast target creature card in a graveyard this turn. When you cast it this turn, this creature gains all activated abilities of that card until end of turn.",4,4,NA,NA,NA,NA,NA,mythic,dka,https://api.scryfall.com/cards/321077a4-e468-4e74-94f7-80c83790e0d9,https://scryfall.com/card/dka/139/havengul-lich?utm_source=api
1,Huntmaster of the Fells,GR,4,{2}{R}{G},Creature — Human Werewolf,"Whenever this creature enters or transforms into Huntmaster of the Fells, create a 2/2 green Wolf creature token and you gain 2 life.
At the beginning of each upkeep, if no spells were cast last turn, transform this creature.",2,NA,Ravager of the Fells,Creature — Werewolf,"Trample
Whenever this creature transforms into Ravager of the Fells, it deals 2 damage to target opponent or planeswalker and 2 damage to up to one target creature that player or that planeswalker's controller controls.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform this creature.",4,4,mythic,dka,https://api.scryfall.com/cards/aae6fb12-b252-453b-bca7-1ea2a0d6c8dc,https://scryfall.com/card/dka/140/huntmaster-of-the-fells-ravager-of-the-fells?utm_source=api
1,Immerwolf,GR,3,{1}{R}{G},Creature — Wolf,"Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)
Each other creature you control that's a Wolf or a Werewolf gets +1/+1.
Non-Human Werewolves you control can't transform.",2,2,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/9326061f-ea76-4be7-a06f-aefb63454777,https://scryfall.com/card/dka/141/immerwolf?utm_source=api
1,"Sorin, Lord of Innistrad",BW,4,{2}{W}{B},Legendary Planeswalker — Sorin,"+1: Create a 1/1 black Vampire creature token with lifelink.
−2: You get an emblem with ""Creatures you control get +1/+0.""
−6: Destroy up to three target creatures and/or other planeswalkers. Return each card put into a graveyard this way to the battlefield under your control.",NA,NA,NA,NA,NA,NA,NA,mythic,dka,https://api.scryfall.com/cards/27bb371f-d49f-41bd-bbe0-d5e1e2067e36,https://scryfall.com/card/dka/142/sorin-lord-of-innistrad?utm_source=api
1,Stromkirk Captain,BR,3,{1}{B}{R},Creature — Vampire Soldier,"First strike
Other Vampire creatures you control get +1/+1 and have first strike.",2,2,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/5bfcca87-04f8-480a-bae6-ae87f7afb7e1,https://scryfall.com/card/dka/143/stromkirk-captain?utm_source=api
1,Altar of the Lost,NA,3,{3},Artifact,"This artifact enters tapped.
{T}: Add two mana in any combination of colors. Spend this mana only to cast spells with flashback from a graveyard.",NA,NA,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/774e5322-1b41-488d-94b1-7742fbd983d4,https://scryfall.com/card/dka/144/altar-of-the-lost?utm_source=api
1,Avacyn's Collar,NA,1,{1},Artifact — Equipment,"Equipped creature gets +1/+0 and has vigilance.
Whenever equipped creature dies, if it was a Human, create a 1/1 white Spirit creature token with flying.
Equip {2}",NA,NA,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/972e9a78-204b-4012-b394-b40fd0edac4c,https://scryfall.com/card/dka/145/avacyns-collar?utm_source=api
1,Chalice of Life,NA,3,{3},Artifact,"{T}: You gain 1 life. Then if you have at least 10 life more than your starting life total, transform this artifact.",NA,NA,Chalice of Death,Artifact,{T}: Target player loses 5 life.,NA,NA,uncommon,dka,https://api.scryfall.com/cards/9d9c1c46-7aa7-464c-87b0-b29b9663daef,https://scryfall.com/card/dka/146/chalice-of-life-chalice-of-death?utm_source=api
1,"Elbrus, the Binding Blade",NA,7,{7},Legendary Artifact — Equipment,"Equipped creature gets +1/+0.
When equipped creature deals combat damage to a player, unattach Elbrus, then transform it.
Equip {1}",NA,NA,Withengar Unbound,Legendary Creature — Demon,"Flying, intimidate, trample (A creature with intimidate can't be blocked except by artifact creatures and/or creatures that share a color with it.)
Whenever a player loses the game, put thirteen +1/+1 counters on Withengar Unbound.",13,13,mythic,dka,https://api.scryfall.com/cards/683af377-c491-4f62-900c-6b83d75c33c9,https://scryfall.com/card/dka/147/elbrus-the-binding-blade-withengar-unbound?utm_source=api
1,Executioner's Hood,NA,2,{2},Artifact — Equipment,"Equipped creature has intimidate. (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",NA,NA,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/7447d115-9b29-4086-8435-40c7c957f242,https://scryfall.com/card/dka/148/executioners-hood?utm_source=api
1,Grafdigger's Cage,NA,1,{1},Artifact,"Creature cards in graveyards and libraries can't enter the battlefield.
Players can't cast spells from graveyards or libraries.",NA,NA,NA,NA,NA,NA,NA,rare,dka,https://api.scryfall.com/cards/2a6240e7-d3aa-40e9-a627-58e7bf62525c,https://scryfall.com/card/dka/149/grafdiggers-cage?utm_source=api
1,Heavy Mattock,NA,3,{3},Artifact — Equipment,"Equipped creature gets +1/+1.
As long as equipped creature is a Human, it gets an additional +1/+1.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",NA,NA,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/8b09df01-0b3e-463e-bf00-0a9f1822261a,https://scryfall.com/card/dka/150/heavy-mattock?utm_source=api
1,Helvault,NA,3,{3},Legendary Artifact,"{1}, {T}: Exile target creature you control.
{7}, {T}: Exile target creature you don't control.
When Helvault is put into a graveyard from the battlefield, return all cards exiled with it to the battlefield under their owners' control.",NA,NA,NA,NA,NA,NA,NA,mythic,dka,https://api.scryfall.com/cards/16d2448c-1b2e-466a-a0ab-e20ba1de6bc9,https://scryfall.com/card/dka/151/helvault?utm_source=api
1,Jar of Eyeballs,NA,3,{3},Artifact,"Whenever a creature you control dies, put two eyeball counters on this artifact.
{3}, {T}, Remove all eyeball counters from this artifact: Look at the top X cards of your library, where X is the number of eyeball counters removed this way. Put one of them into your hand and the rest on the bottom of your library in any order.",NA,NA,NA,NA,NA,NA,NA,rare,dka,https://api.scryfall.com/cards/72825270-d5c1-4ab1-903a-e2868ade17f2,https://scryfall.com/card/dka/152/jar-of-eyeballs?utm_source=api
1,Warden of the Wall,NA,3,{3},Artifact,"This artifact enters tapped.
{T}: Add {C}.
During turns other than yours, this artifact is a 2/3 Gargoyle artifact creature with flying.",NA,NA,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/fd1a1f48-d46b-4b8e-a642-fc70fd9ef7df,https://scryfall.com/card/dka/153/warden-of-the-wall?utm_source=api
